Designator,Val,Val2,"Mid X","Mid Y",Rotation,Layer,
"R20","52.3k","R_0603_1608Metric",49.530000,-46.482000,180.000000,top
"R21","680k","R_0603_1608Metric",32.524000,-48.221000,180.000000,top
"R22","150k","R_0603_1608Metric",29.250000,-48.221000,180.000000,top
"R23","1M","R_0603_1608Metric",52.832000,-48.768000,180.000000,top
"R24","47.5k","R_0603_1608Metric",49.530000,-48.768000,180.000000,top
"R25","10k","R_0603_1608Metric",68.825000,-32.000000,0.000000,top
"R26","47k","R_0603_1608Metric",121.551000,-58.304000,0.000000,top
"R27","47k","R_0603_1608Metric",113.750000,-47.500000,180.000000,top
"R28","47k","R_0603_1608Metric",121.488000,-54.240000,0.000000,top
"R29","47k","R_0603_1608Metric",113.750000,-51.416000,180.000000,top
"R30","100k","R_0603_1608Metric",113.750000,-55.496000,180.000000,top
"TH1","10k","R_0603_1608Metric",74.113200,-55.846600,270.000000,top
"U1","MCP1700-3302E_SOT23","SOT-23",78.750000,-43.743000,180.000000,top
"U2","PCA9535PW","TSSOP-24_4.4x7.8mm_P0.65mm",59.000000,-24.600000,270.000000,top
"U3","TPS651851RSLR","TPS651851RSLR",65.024000,-46.228000,90.000000,top
"U4","XC6206PxxxMR","SOT-23",30.800000,-44.758000,90.000000,top
"U5","ESP32-WROVER","ESP32-WROVER",95.900000,-35.400000,270.000000,top
"U6","ED060XC5","X05A20H34G",105.600000,-60.000000,180.000000,top
"U7","TPS2113APW","TPS2113APW",44.750000,-36.250000,180.000000,top
"U11","TP4056","TP4056_SOP-8-PP",40.009000,-54.550000,90.000000,top
"U12","CH340C","SOIC-16_3.9x9.9mm_P1.27mm",29.591000,-36.068000,270.000000,top
